index,cohorte_passage,gd_discipline,reussite_3_ans,passage_en_l2_2_ans,reussite_3_4_ans,reorientation_en_dut,redoublement_en_l1,effectif_neobacheliers_reussite,discipline_lib,effectif_neobacheliers_passage,sexe_lib,serie_bac,gd_discipline_lib,age_au_bac_lib,passage_en_l2_1_2_ans,discipline,sexe,mention_bac,age_au_bac,passage_en_l2_1_an,reorientation_en_dut_1_an,reorientation_en_dut_2_ans,sect_disciplinaire_lib,reussite_4_ans,serie_bac_lib,mention_bac_lib,sect_disciplinaire,cohorte_reussite
97,2014,SI,2.0,6.0,5.0,2.0,9.0,21.0,Sciences fondamentales et applications,25.0,Homme,3,Sciences et sciences de l'ingénieur,En retard d'un an,16.0,15,1,C,R1,10.0,1.0,1.0,Physique,3.0,BAC S,Assez bien,2,2012
98,2014,SI,,0.0,,1.0,1.0,,Sciences fondamentales et applications,3.0,Femme,5,Sciences et sciences de l'ingénieur,En retard d'un an,1.0,15,2,B,R1,1.0,1.0,0.0,Physique,,BAC technologique hors STMG,Bien,2,2012
99,2014,SI,2.0,0.0,2.0,0.0,1.0,3.0,Sciences fondamentales et applications,4.0,Homme,3,Sciences et sciences de l'ingénieur,A l'heure ou en avance,2.0,15,1,Q,R0,2.0,0.0,0.0,Chimie,0.0,BAC S,Inconnue,3,2012
100,2014,SI,0.0,,0.0,,,3.0,Sciences fondamentales et applications,,Femme,6,Sciences et sciences de l'ingénieur,Non pris en compte,,15,2,D,R4,,,,Chimie,0.0,BAC professionnel,Passable premier groupe,3,2012
101,2014,SI,0.0,,0.0,,,1.0,Sciences fondamentales et applications,,Femme,1,Sciences et sciences de l'ingénieur,En retard d'un an,,15,2,D,R1,,,,Mathématiques appliquées et sciences sociales,0.0,BAC L,Passable premier groupe,4,2012
102,2014,SI,0.0,4.0,3.0,0.0,10.0,6.0,Sciences fondamentales et applications,16.0,Homme,2,Sciences et sciences de l'ingénieur,A l'heure ou en avance,6.0,15,1,P,R0,2.0,0.0,0.0,Mathématiques appliquées et sciences sociales,3.0,BAC ES,Passable deuxième groupe,4,2012
103,2014,SI,0.0,2.0,3.0,1.0,8.0,11.0,Sciences fondamentales et applications,17.0,Homme,2,Sciences et sciences de l'ingénieur,En retard d'un an,5.0,15,1,D,R1,3.0,1.0,0.0,Mathématiques appliquées et sciences sociales,3.0,BAC ES,Passable premier groupe,4,2012
104,2014,SI,5.0,0.0,8.0,0.0,3.0,13.0,Sciences fondamentales et applications,8.0,Femme,2,Sciences et sciences de l'ingénieur,En retard d'un an,1.0,15,2,D,R1,1.0,0.0,0.0,Mathématiques appliquées et sciences sociales,3.0,BAC ES,Passable premier groupe,4,2012
105,2014,SI,26.0,6.0,29.0,6.0,7.0,40.0,Sciences fondamentales et applications,60.0,Femme,3,Sciences et sciences de l'ingénieur,A l'heure ou en avance,50.0,15,2,C,R0,44.0,4.0,2.0,Mathématiques appliquées et sciences sociales,3.0,BAC S,Assez bien,4,2012
106,2014,SI,1.0,1.0,1.0,0.0,0.0,2.0,Sciences fondamentales et applications,3.0,Femme,3,Sciences et sciences de l'ingénieur,A l'heure ou en avance,3.0,15,2,Q,R0,2.0,0.0,0.0,Mathématiques appliquées et sciences sociales,0.0,BAC S,Inconnue,4,2012
107,2014,SI,3.0,0.0,5.0,0.0,0.0,6.0,Sciences fondamentales et applications,3.0,Femme,3,Sciences et sciences de l'ingénieur,En retard d'un an,3.0,15,2,C,R1,3.0,0.0,0.0,Mathématiques appliquées et sciences sociales,2.0,BAC S,Assez bien,4,2012
108,2014,SI,,0.0,,0.0,0.0,,Sciences fondamentales et applications,1.0,Homme,4,Sciences et sciences de l'ingénieur,A l'heure ou en avance,0.0,15,1,B,R0,0.0,0.0,0.0,Mathématiques appliquées et sciences sociales,,BAC STMG,Bien,4,2012
109,2014,SI,,0.0,,0.0,0.0,,Sciences fondamentales et applications,3.0,Homme,6,Sciences et sciences de l'ingénieur,Non pris en compte,0.0,15,1,Q,R4,0.0,0.0,0.0,Mathématiques appliquées et sciences sociales,,BAC professionnel,Inconnue,4,2012
110,2014,SI,0.0,0.0,0.0,0.0,1.0,1.0,Sciences fondamentales et applications,4.0,Femme,6,Sciences et sciences de l'ingénieur,Non pris en compte,0.0,15,2,D,R4,0.0,0.0,0.0,Mathématiques appliquées et sciences sociales,0.0,BAC professionnel,Passable premier groupe,4,2012
111,2014,SI,0.0,0.0,1.0,0.0,0.0,1.0,Sciences fondamentales et applications,1.0,Homme,3,Sciences et sciences de l'ingénieur,En retard de plus d'un an,1.0,15,1,Q,R2,1.0,0.0,0.0,"Mécanique, génie mécanique",1.0,BAC S,Inconnue,11,2012
112,2014,SI,,1.0,,0.0,3.0,,Sciences fondamentales et applications,3.0,Homme,3,Sciences et sciences de l'ingénieur,A l'heure ou en avance,1.0,15,1,Q,R0,0.0,0.0,0.0,Génie civil,,BAC S,Inconnue,12,2012
113,2014,SI,,0.0,,1.0,0.0,,Sciences fondamentales et applications,3.0,Femme,3,Sciences et sciences de l'ingénieur,A l'heure ou en avance,2.0,15,2,C,R0,2.0,1.0,0.0,Génie civil,,BAC S,Assez bien,12,2012
114,2014,SI,1.0,0.0,1.0,0.0,1.0,1.0,Sciences fondamentales et applications,2.0,Homme,3,Sciences et sciences de l'ingénieur,En retard d'un an,0.0,15,1,P,R1,0.0,0.0,0.0,Génie civil,0.0,BAC S,Passable deuxième groupe,12,2012
115,2014,SI,0.0,1.0,0.0,0.0,2.0,1.0,Sciences fondamentales et applications,2.0,Femme,3,Sciences et sciences de l'ingénieur,En retard d'un an,1.0,15,2,D,R1,0.0,0.0,0.0,Génie civil,0.0,BAC S,Passable premier groupe,12,2012
116,2014,SI,0.0,,0.0,,,1.0,Sciences fondamentales et applications,,Homme,4,Sciences et sciences de l'ingénieur,En retard de plus d'un an,,15,1,D,R2,,,,Génie civil,0.0,BAC STMG,Passable premier groupe,12,2012
117,2014,SI,,2.0,,0.0,2.0,,Sciences fondamentales et applications,3.0,Femme,5,Sciences et sciences de l'ingénieur,A l'heure ou en avance,2.0,15,2,C,R0,0.0,0.0,0.0,Génie civil,,BAC technologique hors STMG,Assez bien,12,2012
118,2014,SI,,0.0,,0.0,1.0,,Sciences fondamentales et applications,1.0,Homme,6,Sciences et sciences de l'ingénieur,Non pris en compte,0.0,15,1,Q,R4,0.0,0.0,0.0,Génie civil,,BAC professionnel,Inconnue,12,2012
119,2014,SI,0.0,,0.0,,,7.0,Sciences fondamentales et applications,,Homme,6,Sciences et sciences de l'ingénieur,Non pris en compte,,15,1,D,R4,,,,Génie des procédés,0.0,BAC professionnel,Passable premier groupe,13,2012
120,2014,SI,2.0,1.0,7.0,0.0,3.0,16.0,Sciences fondamentales et applications,13.0,Homme,3,Sciences et sciences de l'ingénieur,A l'heure ou en avance,10.0,15,1,Q,R0,9.0,0.0,0.0,Informatique,5.0,BAC S,Inconnue,14,2012
121,2014,SI,,0.0,,0.0,0.0,,Sciences fondamentales et applications,1.0,Homme,1,Sciences et sciences de l'ingénieur,A l'heure ou en avance,1.0,15,1,C,R0,1.0,0.0,0.0,Technologie et sciences industrielles,,BAC L,Assez bien,16,2012
122,2014,SI,0.0,1.0,1.0,2.0,1.0,1.0,Sciences fondamentales et applications,6.0,Femme,3,Sciences et sciences de l'ingénieur,En retard d'un an,4.0,15,2,C,R1,3.0,1.0,1.0,Technologie et sciences industrielles,1.0,BAC S,Assez bien,16,2012
123,2014,SI,,1.0,,0.0,2.0,,Sciences fondamentales et applications,5.0,Femme,5,Sciences et sciences de l'ingénieur,En retard d'un an,1.0,15,2,D,R1,0.0,0.0,0.0,Technologie et sciences industrielles,,BAC technologique hors STMG,Passable premier groupe,16,2012
124,2014,SI,0.0,0.0,0.0,0.0,1.0,1.0,Sciences fondamentales et applications,1.0,Femme,5,Sciences et sciences de l'ingénieur,En retard d'un an,0.0,15,2,Q,R1,0.0,0.0,0.0,Technologie et sciences industrielles,0.0,BAC technologique hors STMG,Inconnue,16,2012
125,2014,SI,0.0,0.0,0.0,1.0,2.0,4.0,Sciences fondamentales et applications,5.0,Homme,6,Sciences et sciences de l'ingénieur,Non pris en compte,0.0,15,1,C,R4,0.0,1.0,0.0,Technologie et sciences industrielles,0.0,BAC professionnel,Assez bien,16,2012
126,2014,SI,,0.0,,0.0,1.0,,Sciences fondamentales et applications,5.0,Femme,6,Sciences et sciences de l'ingénieur,Non pris en compte,0.0,15,2,C,R4,0.0,0.0,0.0,Technologie et sciences industrielles,,BAC professionnel,Assez bien,16,2012
127,2014,SI,,0.0,,0.0,1.0,,Sciences fondamentales et applications,1.0,Homme,2,Sciences et sciences de l'ingénieur,En retard d'un an,0.0,15,1,C,R1,0.0,0.0,0.0,Formation générale aux métiers de l'ingénieur,,BAC ES,Assez bien,41,2012
128,2014,SI,,0.0,,0.0,4.0,,Sciences fondamentales et applications,9.0,Homme,5,Sciences et sciences de l'ingénieur,En retard de plus d'un an,2.0,15,1,D,R2,2.0,0.0,0.0,Formation générale aux métiers de l'ingénieur,,BAC technologique hors STMG,Passable premier groupe,41,2012
129,2014,SI,,0.0,,1.0,0.0,,Sciences fondamentales et applications,2.0,Femme,6,Sciences et sciences de l'ingénieur,Non pris en compte,0.0,15,2,C,R4,0.0,1.0,0.0,Formation générale aux métiers de l'ingénieur,,BAC professionnel,Assez bien,41,2012
130,2014,SI,1.0,,1.0,,,1.0,Sciences fondamentales et applications,,Femme,2,Sciences et sciences de l'ingénieur,En retard d'un an,,15,2,B,R1,,,,Mathématique et informatique,0.0,BAC ES,Bien,42,2012
131,2014,SI,8.0,0.0,13.0,1.0,0.0,18.0,Sciences fondamentales et applications,23.0,Femme,3,Sciences et sciences de l'ingénieur,A l'heure ou en avance,23.0,15,2,B,R0,23.0,0.0,1.0,Mathématique et informatique,5.0,BAC S,Bien,42,2012
132,2014,SI,0.0,0.0,1.0,0.0,0.0,4.0,Sciences fondamentales et applications,3.0,Homme,3,Sciences et sciences de l'ingénieur,En retard d'un an,2.0,15,1,B,R1,2.0,0.0,0.0,Mathématique et informatique,1.0,BAC S,Bien,42,2012
133,2014,SI,0.0,0.0,0.0,0.0,0.0,8.0,Sciences fondamentales et applications,3.0,Femme,3,Sciences et sciences de l'ingénieur,En retard d'un an,3.0,15,2,P,R1,3.0,0.0,0.0,Mathématique et informatique,0.0,BAC S,Passable deuxième groupe,42,2012
134,2014,SI,0.0,,1.0,,,3.0,Sciences fondamentales et applications,,Femme,3,Sciences et sciences de l'ingénieur,En retard de plus d'un an,,15,2,P,R2,,,,Mathématique et informatique,1.0,BAC S,Passable deuxième groupe,42,2012
135,2014,SI,0.0,0.0,0.0,0.0,4.0,8.0,Sciences fondamentales et applications,11.0,Homme,5,Sciences et sciences de l'ingénieur,A l'heure ou en avance,0.0,15,1,D,R0,0.0,0.0,0.0,Mathématique et informatique,0.0,BAC technologique hors STMG,Passable premier groupe,42,2012
136,2014,SI,0.0,,0.0,,,1.0,Sciences fondamentales et applications,,Femme,5,Sciences et sciences de l'ingénieur,A l'heure ou en avance,,15,2,C,R0,,,,Mathématique et informatique,0.0,BAC technologique hors STMG,Assez bien,42,2012
137,2014,SI,0.0,0.0,0.0,0.0,2.0,3.0,Sciences fondamentales et applications,3.0,Homme,5,Sciences et sciences de l'ingénieur,En retard d'un an,0.0,15,1,P,R1,0.0,0.0,0.0,Mathématique et informatique,0.0,BAC technologique hors STMG,Passable deuxième groupe,42,2012
138,2014,LLSH,1.0,0.0,1.0,0.0,4.0,14.0,Langues,6.0,Femme,5,"Lettres, langues et sciences humaines",En retard de plus d'un an,0.0,5,2,P,R2,0.0,0.0,0.0,Langues étrangères appliquées,0.0,BAC technologique hors STMG,Passable deuxième groupe,24,2012
139,2014,LLSH,2.0,,2.0,,,4.0,Langues,,Femme,2,"Lettres, langues et sciences humaines",A l'heure ou en avance,,5,2,D,R0,,,,Pluridisciplinaire langues,0.0,BAC ES,Passable premier groupe,65,2012
140,2014,LLSH,1.0,2.0,2.0,0.0,7.0,14.0,Sciences humaines et sociales,10.0,Homme,1,"Lettres, langues et sciences humaines",En retard de plus d'un an,4.0,6,1,D,R2,2.0,0.0,0.0,"Philosophie, épistémologie",1.0,BAC L,Passable premier groupe,26,2012
141,2014,LLSH,3.0,3.0,5.0,0.0,3.0,9.0,Sciences humaines et sociales,8.0,Homme,2,"Lettres, langues et sciences humaines",En retard d'un an,7.0,6,1,C,R1,4.0,0.0,0.0,"Philosophie, épistémologie",2.0,BAC ES,Assez bien,26,2012
142,2014,LLSH,0.0,0.0,0.0,0.0,0.0,3.0,Sciences humaines et sociales,1.0,Homme,5,"Lettres, langues et sciences humaines",En retard d'un an,0.0,6,1,P,R1,0.0,0.0,0.0,"Philosophie, épistémologie",0.0,BAC technologique hors STMG,Passable deuxième groupe,26,2012
143,2014,LLSH,3.0,0.0,4.0,0.0,0.0,18.0,Sciences humaines et sociales,2.0,Homme,2,"Lettres, langues et sciences humaines",En retard d'un an,0.0,6,1,P,R1,0.0,0.0,0.0,Géographie,1.0,BAC ES,Passable deuxième groupe,28,2012
144,2014,LLSH,1.0,,1.0,,,1.0,Sciences humaines et sociales,,Homme,2,"Lettres, langues et sciences humaines",En retard d'un an,,6,1,Q,R1,,,,Géographie,0.0,BAC ES,Inconnue,28,2012
145,2014,LLSH,0.0,0.0,1.0,0.0,0.0,1.0,Sciences humaines et sociales,1.0,Femme,3,"Lettres, langues et sciences humaines",En retard d'un an,1.0,6,2,P,R1,1.0,0.0,0.0,Géographie,1.0,BAC S,Passable deuxième groupe,28,2012
146,2014,LLSH,1.0,,2.0,,,3.0,Sciences humaines et sociales,,Homme,5,"Lettres, langues et sciences humaines",En retard d'un an,,6,1,C,R1,,,,Géographie,1.0,BAC technologique hors STMG,Assez bien,28,2012
147,2014,LLSH,0.0,,0.0,,,5.0,Sciences humaines et sociales,,Homme,5,"Lettres, langues et sciences humaines",En retard d'un an,,6,1,Q,R1,,,,Géographie,0.0,BAC technologique hors STMG,Inconnue,28,2012
148,2014,LLSH,1.0,,1.0,,,2.0,Sciences humaines et sociales,,Femme,5,"Lettres, langues et sciences humaines",En retard d'un an,,6,2,D,R1,,,,Géographie,0.0,BAC technologique hors STMG,Passable premier groupe,28,2012
149,2014,LLSH,2.0,1.0,3.0,0.0,3.0,5.0,Sciences humaines et sociales,5.0,Homme,1,"Lettres, langues et sciences humaines",A l'heure ou en avance,2.0,6,1,D,R0,1.0,0.0,0.0,"Archéologie, ethnologie, préhistoire",1.0,BAC L,Passable premier groupe,30,2012
150,2014,LLSH,0.0,3.0,2.0,0.0,5.0,8.0,Sciences humaines et sociales,8.0,Femme,1,"Lettres, langues et sciences humaines",A l'heure ou en avance,3.0,6,2,P,R0,0.0,0.0,0.0,"Archéologie, ethnologie, préhistoire",2.0,BAC L,Passable deuxième groupe,30,2012
151,2014,LLSH,,0.0,,0.0,0.0,,Sciences humaines et sociales,1.0,Homme,5,"Lettres, langues et sciences humaines",En retard d'un an,0.0,6,1,C,R1,0.0,0.0,0.0,"Archéologie, ethnologie, préhistoire",,BAC technologique hors STMG,Assez bien,30,2012
152,2014,LLSH,,0.0,,0.0,0.0,,Sciences humaines et sociales,2.0,Homme,5,"Lettres, langues et sciences humaines",En retard de plus d'un an,1.0,6,1,Q,R2,1.0,0.0,0.0,"Archéologie, ethnologie, préhistoire",,BAC technologique hors STMG,Inconnue,30,2012
153,2014,LLSH,0.0,,0.0,,,3.0,Sciences humaines et sociales,,Femme,6,"Lettres, langues et sciences humaines",Non pris en compte,,6,2,Q,R4,,,,"Archéologie, ethnologie, préhistoire",0.0,BAC professionnel,Inconnue,30,2012
154,2014,LLSH,36.0,10.0,44.0,1.0,18.0,80.0,Sciences humaines et sociales,90.0,Femme,1,"Lettres, langues et sciences humaines",En retard d'un an,66.0,6,2,C,R1,56.0,1.0,0.0,Psychologie,8.0,BAC L,Assez bien,32,2012
155,2014,LLSH,3.0,1.0,3.0,0.0,1.0,5.0,Sciences humaines et sociales,11.0,Femme,1,"Lettres, langues et sciences humaines",A l'heure ou en avance,9.0,6,2,A,R0,8.0,0.0,0.0,"Sociologie, démographie",0.0,BAC L,Très bien,33,2012
156,2014,LLSH,4.0,1.0,4.0,0.0,1.0,7.0,Sciences humaines et sociales,7.0,Homme,2,"Lettres, langues et sciences humaines",A l'heure ou en avance,6.0,6,1,A,R0,5.0,0.0,0.0,"Sociologie, démographie",0.0,BAC ES,Très bien,33,2012
157,2014,LLSH,0.0,,0.0,,,3.0,Langues,,Femme,1,"Lettres, langues et sciences humaines",En retard d'un an,,5,2,D,R1,,,,Cultures et langues régionales,0.0,BAC L,Passable premier groupe,25,2012
158,2014,LLSH,0.0,,0.0,,,1.0,Langues,,Femme,1,"Lettres, langues et sciences humaines",En retard de plus d'un an,,5,2,Q,R2,,,,Cultures et langues régionales,0.0,BAC L,Inconnue,25,2012
159,2014,LLSH,,0.0,,0.0,0.0,,Langues,1.0,Femme,1,"Lettres, langues et sciences humaines",A l'heure ou en avance,1.0,5,2,Q,R0,1.0,0.0,0.0,Pluridisciplinaire langues,,BAC L,Inconnue,65,2012
160,2014,LLSH,,0.0,,0.0,0.0,,Langues,1.0,Homme,2,"Lettres, langues et sciences humaines",A l'heure ou en avance,1.0,5,1,A,R0,1.0,0.0,0.0,Pluridisciplinaire langues,,BAC ES,Très bien,65,2012
161,2014,LLSH,,0.0,,0.0,0.0,,Langues,1.0,Femme,2,"Lettres, langues et sciences humaines",En retard d'un an,0.0,5,2,B,R1,0.0,0.0,0.0,Pluridisciplinaire langues,,BAC ES,Bien,65,2012
162,2014,LLSH,1.0,0.0,2.0,0.0,0.0,2.0,Langues,4.0,Femme,3,"Lettres, langues et sciences humaines",A l'heure ou en avance,4.0,5,2,B,R0,4.0,0.0,0.0,Pluridisciplinaire langues,1.0,BAC S,Bien,65,2012
163,2014,LLSH,1.0,0.0,1.0,0.0,0.0,1.0,Sciences humaines et sociales,2.0,Homme,2,"Lettres, langues et sciences humaines",En retard d'un an,1.0,6,1,B,R1,1.0,0.0,0.0,"Philosophie, épistémologie",0.0,BAC ES,Bien,26,2012
164,2014,LLSH,2.0,0.0,3.0,0.0,0.0,9.0,Sciences humaines et sociales,4.0,Homme,2,"Lettres, langues et sciences humaines",En retard d'un an,0.0,6,1,D,R1,0.0,0.0,0.0,"Philosophie, épistémologie",1.0,BAC ES,Passable premier groupe,26,2012
165,2014,LLSH,,1.0,,0.0,1.0,,Sciences humaines et sociales,1.0,Femme,5,"Lettres, langues et sciences humaines",A l'heure ou en avance,1.0,6,2,A,R0,0.0,0.0,0.0,"Philosophie, épistémologie",,BAC technologique hors STMG,Très bien,26,2012
166,2014,LLSH,0.0,0.0,0.0,0.0,3.0,10.0,Sciences humaines et sociales,10.0,Femme,5,"Lettres, langues et sciences humaines",En retard de plus d'un an,0.0,6,2,P,R2,0.0,0.0,0.0,Histoire,0.0,BAC technologique hors STMG,Passable deuxième groupe,27,2012
167,2014,LLSH,11.0,0.0,15.0,0.0,0.0,19.0,Sciences humaines et sociales,2.0,Femme,1,"Lettres, langues et sciences humaines",A l'heure ou en avance,2.0,6,2,C,R0,2.0,0.0,0.0,Géographie,4.0,BAC L,Assez bien,28,2012
168,2014,LLSH,15.0,5.0,19.0,0.0,16.0,69.0,Sciences humaines et sociales,46.0,Femme,1,"Lettres, langues et sciences humaines",En retard de plus d'un an,21.0,6,2,D,R2,16.0,0.0,0.0,Psychologie,4.0,BAC L,Passable premier groupe,32,2012
169,2014,LLSH,1.0,1.0,1.0,0.0,1.0,5.0,Sciences humaines et sociales,4.0,Femme,1,"Lettres, langues et sciences humaines",En retard de plus d'un an,2.0,6,2,Q,R2,1.0,0.0,0.0,Psychologie,0.0,BAC L,Inconnue,32,2012
170,2014,LLSH,90.0,30.0,117.0,6.0,54.0,247.0,Sciences humaines et sociales,196.0,Femme,2,"Lettres, langues et sciences humaines",En retard d'un an,117.0,6,2,D,R1,87.0,3.0,3.0,Psychologie,27.0,BAC ES,Passable premier groupe,32,2012
171,2014,LLSH,15.0,10.0,21.0,0.0,23.0,51.0,Sciences humaines et sociales,63.0,Femme,3,"Lettres, langues et sciences humaines",En retard d'un an,33.0,6,2,P,R1,23.0,0.0,0.0,Psychologie,6.0,BAC S,Passable deuxième groupe,32,2012
172,2014,LLSH,1.0,1.0,1.0,0.0,1.0,3.0,Sciences humaines et sociales,3.0,Homme,4,"Lettres, langues et sciences humaines",En retard d'un an,3.0,6,1,B,R1,2.0,0.0,0.0,Psychologie,0.0,BAC STMG,Bien,32,2012
173,2014,LLSH,22.0,18.0,36.0,3.0,69.0,168.0,Sciences humaines et sociales,219.0,Femme,5,"Lettres, langues et sciences humaines",En retard d'un an,51.0,6,2,D,R1,33.0,3.0,0.0,Psychologie,14.0,BAC technologique hors STMG,Passable premier groupe,32,2012
174,2014,LLSH,0.0,0.0,0.0,0.0,11.0,39.0,Sciences humaines et sociales,21.0,Homme,6,"Lettres, langues et sciences humaines",Non pris en compte,0.0,6,1,P,R4,0.0,0.0,0.0,Psychologie,0.0,BAC professionnel,Passable deuxième groupe,32,2012
175,2014,LLSH,8.0,1.0,10.0,1.0,2.0,17.0,Sciences humaines et sociales,17.0,Homme,1,"Lettres, langues et sciences humaines",A l'heure ou en avance,13.0,6,1,C,R0,12.0,1.0,0.0,"Sociologie, démographie",2.0,BAC L,Assez bien,33,2012
176,2014,SI,3.0,10.0,11.0,3.0,26.0,45.0,Sciences fondamentales et applications,44.0,Homme,3,Sciences et sciences de l'ingénieur,A l'heure ou en avance,16.0,15,1,P,R0,6.0,3.0,0.0,Physique et chimie,8.0,BAC S,Passable deuxième groupe,43,2012
177,2014,SI,2.0,8.0,8.0,1.0,15.0,20.0,Sciences fondamentales et applications,28.0,Femme,3,Sciences et sciences de l'ingénieur,A l'heure ou en avance,9.0,15,2,P,R0,1.0,1.0,0.0,Physique et chimie,6.0,BAC S,Passable deuxième groupe,43,2012
178,2014,SI,0.0,,0.0,,,1.0,Sciences fondamentales et applications,,Femme,3,Sciences et sciences de l'ingénieur,En retard d'un an,,15,2,B,R1,,,,Physique et chimie,0.0,BAC S,Bien,43,2012
179,2014,SI,0.0,0.0,0.0,0.0,4.0,7.0,Sciences fondamentales et applications,6.0,Homme,5,Sciences et sciences de l'ingénieur,En retard d'un an,0.0,15,1,D,R1,0.0,0.0,0.0,Physique et chimie,0.0,BAC technologique hors STMG,Passable premier groupe,43,2012
180,2014,SI,0.0,0.0,0.0,0.0,2.0,1.0,Sciences fondamentales et applications,2.0,Homme,2,Sciences et sciences de l'ingénieur,En retard d'un an,0.0,15,1,P,R1,0.0,0.0,0.0,Pluridisciplinaire sciences fondamentales et applications,0.0,BAC ES,Passable deuxième groupe,68,2012
181,2014,SI,3.0,0.0,3.0,0.0,4.0,8.0,Sciences fondamentales et applications,11.0,Homme,3,Sciences et sciences de l'ingénieur,En retard de plus d'un an,4.0,15,1,C,R2,4.0,0.0,0.0,Pluridisciplinaire sciences fondamentales et applications,0.0,BAC S,Assez bien,68,2012
182,2014,SI,0.0,3.0,1.0,1.0,6.0,5.0,Sciences fondamentales et applications,11.0,Femme,3,Sciences et sciences de l'ingénieur,En retard de plus d'un an,5.0,15,2,D,R2,2.0,1.0,0.0,Pluridisciplinaire sciences fondamentales et applications,1.0,BAC S,Passable premier groupe,68,2012
183,2014,SI,1.0,1.0,3.0,2.0,4.0,8.0,Sciences fondamentales et applications,11.0,Homme,5,Sciences et sciences de l'ingénieur,A l'heure ou en avance,3.0,15,1,B,R0,2.0,2.0,0.0,Pluridisciplinaire sciences fondamentales et applications,2.0,BAC technologique hors STMG,Bien,68,2012
184,2014,SI,2.0,1.0,2.0,0.0,1.0,6.0,Pluridisciplinaire sciences,4.0,Homme,2,Sciences et sciences de l'ingénieur,En retard d'un an,1.0,33,1,C,R1,0.0,0.0,0.0,Pluridisciplinaire sciences,0.0,BAC ES,Assez bien,70,2012
185,2014,SI,3.0,2.0,6.0,0.0,2.0,19.0,Pluridisciplinaire sciences,12.0,Homme,3,Sciences et sciences de l'ingénieur,En retard de plus d'un an,6.0,33,1,C,R2,4.0,0.0,0.0,Pluridisciplinaire sciences,3.0,BAC S,Assez bien,70,2012
186,2014,SI,0.0,0.0,0.0,0.0,1.0,1.0,Pluridisciplinaire sciences,3.0,Femme,4,Sciences et sciences de l'ingénieur,En retard d'un an,0.0,33,2,P,R1,0.0,0.0,0.0,Pluridisciplinaire sciences,0.0,BAC STMG,Passable deuxième groupe,70,2012
187,2014,SI,,0.0,,0.0,0.0,,Pluridisciplinaire sciences,2.0,Homme,6,Sciences et sciences de l'ingénieur,Non pris en compte,1.0,33,1,A,R4,1.0,0.0,0.0,Pluridisciplinaire sciences,,BAC professionnel,Très bien,70,2012
188,2014,SI,0.0,0.0,0.0,1.0,1.0,2.0,Pluridisciplinaire sciences,12.0,Femme,6,Sciences et sciences de l'ingénieur,Non pris en compte,1.0,33,2,B,R4,1.0,0.0,1.0,Pluridisciplinaire sciences,0.0,BAC professionnel,Bien,70,2012
189,2014,STAPS,1.0,0.0,1.0,0.0,0.0,3.0,STAPS,2.0,Femme,1,STAPS,A l'heure ou en avance,2.0,10,2,Q,R0,2.0,0.0,0.0,STAPS,0.0,BAC L,Inconnue,10,2012
190,2014,STAPS,1.0,2.0,2.0,0.0,6.0,14.0,STAPS,16.0,Homme,1,STAPS,En retard d'un an,6.0,10,1,P,R1,4.0,0.0,0.0,STAPS,1.0,BAC L,Passable deuxième groupe,10,2012
191,2014,STAPS,0.0,1.0,1.0,0.0,4.0,8.0,STAPS,6.0,Homme,1,STAPS,En retard de plus d'un an,2.0,10,1,D,R2,1.0,0.0,0.0,STAPS,1.0,BAC L,Passable premier groupe,10,2012
192,2014,STAPS,105.0,19.0,125.0,2.0,30.0,162.0,STAPS,216.0,Femme,2,STAPS,A l'heure ou en avance,178.0,10,2,C,R0,159.0,2.0,0.0,STAPS,20.0,BAC ES,Assez bien,10,2012
193,2014,STAPS,101.0,16.0,114.0,6.0,29.0,154.0,STAPS,257.0,Homme,3,STAPS,A l'heure ou en avance,199.0,10,1,B,R0,183.0,5.0,1.0,STAPS,13.0,BAC S,Bien,10,2012
194,2014,STAPS,16.0,1.0,17.0,0.0,7.0,26.0,STAPS,47.0,Femme,3,STAPS,A l'heure ou en avance,24.0,10,2,A,R0,23.0,0.0,0.0,STAPS,1.0,BAC S,Très bien,10,2012
